"College Code","College Name","Category Name",University,District,Zone,Group,branch,"Total No of students","1st year","2nd year","3rd year","4th year"
2105,"Dmi college of Engineering","Affilated Non - Autonomous","ANNA UNIVERSITY",KANCHEEPURAM,"Zone II : Chennai-II",1,"B.E Mechanical Engineering",162,27,32,34,69
2105,"Dmi college of Engineering","Affilated Non - Autonomous","ANNA UNIVERSITY",KANCHEEPURAM,"Zone II : Chennai-II",1,"B.Tech Artificial Intelligence and Data Science",60,60,0,0,0
2105,"Dmi college of Engineering","Affilated Non - Autonomous","ANNA UNIVERSITY",KANCHEEPURAM,"Zone II : Chennai-II",1,"B.Tech Information Technology",213,57,57,45,54
2105,"Dmi college of Engineering","Affilated Non - Autonomous","ANNA UNIVERSITY",KANCHEEPURAM,"Zone II : Chennai-II",1,"B.E Civil Engineering",16,0,0,0,16
2106,"Jeppiaar Institute of technology","Affilated Non - Autonomous","ANNA UNIVERSITY",KANCHEEPURAM,"Zone II : Chennai-II",1,"B.Tech Artificial Intelligence and Data Science",106,51,55,0,0
2106,"Jeppiaar Institute of technology","Affilated Non - Autonomous","ANNA UNIVERSITY",KANCHEEPURAM,"Zone II : Chennai-II",1,"B.Tech Information Technology",217,61,57,47,52
2106,"Jeppiaar Institute of technology","Affilated Non - Autonomous","ANNA UNIVERSITY",KANCHEEPURAM,"Zone II : Chennai-II",1,"B.E Electronics and Communication Engineering",230,55,58,53,64
2106,"Jeppiaar Institute of technology","Affilated Non - Autonomous","ANNA UNIVERSITY",KANCHEEPURAM,"Zone II : Chennai-II",1,"B.Tech Computer Science and Business System",3,3,0,0,0
2106,"Jeppiaar Institute of technology","Affilated Non - Autonomous","ANNA UNIVERSITY",KANCHEEPURAM,"Zone II : Chennai-II",1,"B.E Electrical and Electronics Engineering",20,0,0,0,20
2106,"Jeppiaar Institute of technology","Affilated Non - Autonomous","ANNA UNIVERSITY",KANCHEEPURAM,"Zone II : Chennai-II",1,"B.E Computer Science and Business Systems",25,25,0,0,0
2106,"Jeppiaar Institute of technology","Affilated Non - Autonomous","ANNA UNIVERSITY",KANCHEEPURAM,"Zone II : Chennai-II",1,"B.E Mechanical Engineering",114,18,19,32,45
2106,"Jeppiaar Institute of technology","Affilated Non - Autonomous","ANNA UNIVERSITY",KANCHEEPURAM,"Zone II : Chennai-II",1,"B.E Computer Science and Engineering",237,56,62,61,58
2108,"KINGS ENGINEERING COLLEGE","Affilated Non - Autonomous","ANNA UNIVERSITY",KANCHEEPURAM,"Zone II : Chennai-II",1,"B.E Electrical and Electronics Engineering",1,0,1,0,0
2108,"KINGS ENGINEERING COLLEGE","Affilated Non - Autonomous","ANNA UNIVERSITY",KANCHEEPURAM,"Zone II : Chennai-II",1,"B.Tech Artificial Intelligence and Machine Learning",23,23,0,0,0
2108,"KINGS ENGINEERING COLLEGE","Affilated Non - Autonomous","ANNA UNIVERSITY",KANCHEEPURAM,"Zone II : Chennai-II",1,"B.Tech Information Technology",369,113,123,80,53
2108,"KINGS ENGINEERING COLLEGE","Affilated Non - Autonomous","ANNA UNIVERSITY",KANCHEEPURAM,"Zone II : Chennai-II",1,"B.E Biomedical Engineering",216,60,56,46,54
2108,"KINGS ENGINEERING COLLEGE","Affilated Non - Autonomous","ANNA UNIVERSITY",KANCHEEPURAM,"Zone II : Chennai-II",1,"B.E Mechanical Engineering",162,17,46,49,50
2108,"KINGS ENGINEERING COLLEGE","Affilated Non - Autonomous","ANNA UNIVERSITY",KANCHEEPURAM,"Zone II : Chennai-II",1,"B.E Computer Science and Engineering (Tamil Medium)",9,3,6,0,0
2108,"KINGS ENGINEERING COLLEGE","Affilated Non - Autonomous","ANNA UNIVERSITY",KANCHEEPURAM,"Zone II : Chennai-II",1,"B.E Computer Science and Engineering",598,172,202,116,108
2108,"KINGS ENGINEERING COLLEGE","Affilated Non - Autonomous","ANNA UNIVERSITY",KANCHEEPURAM,"Zone II : Chennai-II",1,"B.E Electronics and Communication Engineering",371,133,85,78,75
2108,"KINGS ENGINEERING COLLEGE","Affilated Non - Autonomous","ANNA UNIVERSITY",KANCHEEPURAM,"Zone II : Chennai-II",1,"B.Tech Artificial Intelligence and Data Science",183,123,60,0,0
2108,"KINGS ENGINEERING COLLEGE","Affilated Non - Autonomous","ANNA UNIVERSITY",KANCHEEPURAM,"Zone II : Chennai-II",1,"B.E Robotics and Automation Engineering",90,21,18,22,29
2109,"LOYOLA INSTITUTE OF TECHNOLOGY","Affilated Non - Autonomous","ANNA UNIVERSITY",KANCHEEPURAM,"Zone II : Chennai-II",1,"B.E Mechanical Engineering",193,32,36,29,96
2109,"LOYOLA INSTITUTE OF TECHNOLOGY","Affilated Non - Autonomous","ANNA UNIVERSITY",KANCHEEPURAM,"Zone II : Chennai-II",1,"B.Tech Artificial Intelligence and Data Science",37,37,0,0,0
2109,"LOYOLA INSTITUTE OF TECHNOLOGY","Affilated Non - Autonomous","ANNA UNIVERSITY",KANCHEEPURAM,"Zone II : Chennai-II",1,"B.E Computer Science and Engineering",229,66,62,51,50
2109,"LOYOLA INSTITUTE OF TECHNOLOGY","Affilated Non - Autonomous","ANNA UNIVERSITY",KANCHEEPURAM,"Zone II : Chennai-II",1,"B.Tech Leather Technology",1,1,0,0,0
2109,"LOYOLA INSTITUTE OF TECHNOLOGY","Affilated Non - Autonomous","ANNA UNIVERSITY",KANCHEEPURAM,"Zone II : Chennai-II",1,"B.E Electronics and Communication Engineering",283,64,56,61,102
2109,"LOYOLA INSTITUTE OF TECHNOLOGY","Affilated Non - Autonomous","ANNA UNIVERSITY",KANCHEEPURAM,"Zone II : Chennai-II",1,"B.E Electrical and Electronics Engineering",99,24,32,8,35
2109,"LOYOLA INSTITUTE OF TECHNOLOGY","Affilated Non - Autonomous","ANNA UNIVERSITY",KANCHEEPURAM,"Zone II : Chennai-II",1,"B.Tech Information Technology",225,55,59,56,55
2111,"MADHA ENGINEERING COLLEGE","Affilated Non - Autonomous","ANNA UNIVERSITY",KANCHEEPURAM,"Zone II : Chennai-II",1,"B.E Computer Science and Engineering",165,42,62,46,15
2111,"MADHA ENGINEERING COLLEGE","Affilated Non - Autonomous","ANNA UNIVERSITY",KANCHEEPURAM,"Zone II : Chennai-II",1,"B.E Electronics and Communication Engineering",138,44,50,40,4
2111,"MADHA ENGINEERING COLLEGE","Affilated Non - Autonomous","ANNA UNIVERSITY",KANCHEEPURAM,"Zone II : Chennai-II",1,"B.Tech Information Technology",105,30,33,30,12
2111,"MADHA ENGINEERING COLLEGE","Affilated Non - Autonomous","ANNA UNIVERSITY",KANCHEEPURAM,"Zone II : Chennai-II",1,"B.E Civil Engineering",64,3,34,27,0
2111,"MADHA ENGINEERING COLLEGE","Affilated Non - Autonomous","ANNA UNIVERSITY",KANCHEEPURAM,"Zone II : Chennai-II",1,"B.Tech Biotechnology",87,29,26,23,9
2111,"MADHA ENGINEERING COLLEGE","Affilated Non - Autonomous","ANNA UNIVERSITY",KANCHEEPURAM,"Zone II : Chennai-II",1,"B.E Mechanical Engineering",142,5,65,61,11
2111,"MADHA ENGINEERING COLLEGE","Affilated Non - Autonomous","ANNA UNIVERSITY",KANCHEEPURAM,"Zone II : Chennai-II",1,"B.E Electrical and Electronics Engineering",65,3,33,29,0
2111,"MADHA ENGINEERING COLLEGE","Affilated Non - Autonomous","ANNA UNIVERSITY",KANCHEEPURAM,"Zone II : Chennai-II",1,"B.Tech Computer Science and Business System",10,10,0,0,0
2111,"MADHA ENGINEERING COLLEGE","Affilated Non - Autonomous","ANNA UNIVERSITY",KANCHEEPURAM,"Zone II : Chennai-II",1,"B.E Aeronautical Engineering",70,19,17,31,3
2111,"MADHA ENGINEERING COLLEGE","Affilated Non - Autonomous","ANNA UNIVERSITY",KANCHEEPURAM,"Zone II : Chennai-II",1,"B.E Biomedical Engineering",28,28,0,0,0
2112,"MADHA INSTITUTE OF ENGINEERING AND TECHNOLOGY","Affilated Non - Autonomous","ANNA UNIVERSITY",KANCHEEPURAM,"Zone II : Chennai-II",1,"B.E Computer Science and Engineering (CyberSecurity)",5,5,0,0,0
2112,"MADHA INSTITUTE OF ENGINEERING AND TECHNOLOGY","Affilated Non - Autonomous","ANNA UNIVERSITY",KANCHEEPURAM,"Zone II : Chennai-II",1,"B.E Electrical and Electronics Engineering",67,0,31,33,3
